,Provincias,Edad (3 grupos de edad),Españoles/Extranjeros,Sexo,Año,Total,id
1521,Bizkaia,16-64 años,Españoles,Ambos sexos,2021,654.771,48
1522,Bizkaia,16-64 años,Españoles,Ambos sexos,2020,660.804,48
1523,Bizkaia,16-64 años,Españoles,Ambos sexos,2019,664.186,48
1524,Bizkaia,16-64 años,Españoles,Hombres,2021,326.914,48
1525,Bizkaia,16-64 años,Españoles,Hombres,2020,329.974,48
1526,Bizkaia,16-64 años,Españoles,Hombres,2019,331.539,48
1527,Bizkaia,16-64 años,Españoles,Mujeres,2021,327.857,48
1528,Bizkaia,16-64 años,Españoles,Mujeres,2020,330.830,48
1529,Bizkaia,16-64 años,Españoles,Mujeres,2019,332.647,48
1530,Bizkaia,16-64 años,Extranjeros,Ambos sexos,2021,74.021,48
1531,Bizkaia,16-64 años,Extranjeros,Ambos sexos,2020,72.508,48
1532,Bizkaia,16-64 años,Extranjeros,Ambos sexos,2019,64.597,48
1533,Bizkaia,16-64 años,Extranjeros,Hombres,2021,36.959,48
1534,Bizkaia,16-64 años,Extranjeros,Hombres,2020,35.887,48
1535,Bizkaia,16-64 años,Extranjeros,Hombres,2019,31.962,48
1536,Bizkaia,16-64 años,Extranjeros,Mujeres,2021,37.062,48
1537,Bizkaia,16-64 años,Extranjeros,Mujeres,2020,36.621,48
1538,Bizkaia,16-64 años,Extranjeros,Mujeres,2019,32.635,48
1539,Bizkaia,16-64 años,Extranjeros,Ambos sexos,2021,"10,16",48
1540,Bizkaia,16-64 años,Extranjeros,Ambos sexos,2020,"9,89",48
1541,Bizkaia,16-64 años,Extranjeros,Ambos sexos,2019,"8,86",48
1542,Bizkaia,16-64 años,Extranjeros,Hombres,2021,"10,16",48
1543,Bizkaia,16-64 años,Extranjeros,Hombres,2020,"9,81",48
1544,Bizkaia,16-64 años,Extranjeros,Hombres,2019,"8,79",48
1545,Bizkaia,16-64 años,Extranjeros,Mujeres,2021,"10,16",48
1546,Bizkaia,16-64 años,Extranjeros,Mujeres,2020,"9,97",48
1547,Bizkaia,16-64 años,Extranjeros,Mujeres,2019,"8,93",48
1548,Bizkaia,65 y más,TOTAL,Ambos sexos,2021,268.454,48
1549,Bizkaia,65 y más,TOTAL,Ambos sexos,2020,265.738,48
1550,Bizkaia,65 y más,TOTAL,Ambos sexos,2019,262.180,48
1551,Bizkaia,65 y más,TOTAL,Hombres,2021,112.720,48
1552,Bizkaia,65 y más,TOTAL,Hombres,2020,111.446,48
1553,Bizkaia,65 y más,TOTAL,Hombres,2019,109.735,48
1554,Bizkaia,65 y más,TOTAL,Mujeres,2021,155.734,48
1555,Bizkaia,65 y más,TOTAL,Mujeres,2020,154.292,48
1556,Bizkaia,65 y más,TOTAL,Mujeres,2019,152.445,48
1557,Bizkaia,65 y más,Españoles,Ambos sexos,2021,266.019,48
1558,Bizkaia,65 y más,Españoles,Ambos sexos,2020,263.475,48
1559,Bizkaia,65 y más,Españoles,Ambos sexos,2019,260.221,48
1560,Bizkaia,65 y más,Españoles,Hombres,2021,111.756,48
1561,Bizkaia,65 y más,Españoles,Hombres,2020,110.539,48
1562,Bizkaia,65 y más,Españoles,Hombres,2019,108.966,48
1563,Bizkaia,65 y más,Españoles,Mujeres,2021,154.263,48
1564,Bizkaia,65 y más,Españoles,Mujeres,2020,152.936,48
1565,Bizkaia,65 y más,Españoles,Mujeres,2019,151.255,48
1566,Bizkaia,65 y más,Extranjeros,Ambos sexos,2021,2.435,48
1567,Bizkaia,65 y más,Extranjeros,Ambos sexos,2020,2.263,48
1568,Bizkaia,65 y más,Extranjeros,Ambos sexos,2019,1.959,48
1569,Bizkaia,65 y más,Extranjeros,Hombres,2021,964,48
1570,Bizkaia,65 y más,Extranjeros,Hombres,2020,907,48
1571,Bizkaia,65 y más,Extranjeros,Hombres,2019,769,48
1572,Bizkaia,65 y más,Extranjeros,Mujeres,2021,1.471,48
1573,Bizkaia,65 y más,Extranjeros,Mujeres,2020,1.356,48
1574,Bizkaia,65 y más,Extranjeros,Mujeres,2019,1.190,48
1575,Bizkaia,65 y más,Extranjeros,Ambos sexos,2021,"0,91",48
1576,Bizkaia,65 y más,Extranjeros,Ambos sexos,2020,"0,85",48
1577,Bizkaia,65 y más,Extranjeros,Ambos sexos,2019,"0,75",48
1578,Bizkaia,65 y más,Extranjeros,Hombres,2021,"0,86",48
1579,Bizkaia,65 y más,Extranjeros,Hombres,2020,"0,81",48
1580,Bizkaia,65 y más,Extranjeros,Hombres,2019,"0,70",48
1581,Bizkaia,65 y más,Extranjeros,Mujeres,2021,"0,94",48
1582,Bizkaia,65 y más,Extranjeros,Mujeres,2020,"0,88",48
1583,Bizkaia,65 y más,Extranjeros,Mujeres,2019,"0,78",48
1620,Burgos,0-15 años,TOTAL,Ambos sexos,2021,48.046,09
1621,Burgos,0-15 años,TOTAL,Ambos sexos,2020,48.973,09
1622,Burgos,0-15 años,TOTAL,Ambos sexos,2019,49.044,09
1623,Burgos,0-15 años,TOTAL,Hombres,2021,24.709,09
1624,Burgos,0-15 años,TOTAL,Hombres,2020,25.163,09
1625,Burgos,0-15 años,TOTAL,Hombres,2019,25.162,09
1626,Burgos,0-15 años,TOTAL,Mujeres,2021,23.337,09
1627,Burgos,0-15 años,TOTAL,Mujeres,2020,23.810,09
1628,Burgos,0-15 años,TOTAL,Mujeres,2019,23.882,09
1629,Burgos,0-15 años,Españoles,Ambos sexos,2021,43.346,09
1630,Burgos,0-15 años,Españoles,Ambos sexos,2020,44.245,09
1631,Burgos,0-15 años,Españoles,Ambos sexos,2019,44.669,09
1632,Burgos,0-15 años,Españoles,Hombres,2021,22.330,09
1633,Burgos,0-15 años,Españoles,Hombres,2020,22.755,09
1634,Burgos,0-15 años,Españoles,Hombres,2019,22.956,09
1635,Burgos,0-15 años,Españoles,Mujeres,2021,21.016,09
1636,Burgos,0-15 años,Españoles,Mujeres,2020,21.490,09
1637,Burgos,0-15 años,Españoles,Mujeres,2019,21.713,09
1638,Burgos,0-15 años,Extranjeros,Ambos sexos,2021,4.700,09
1639,Burgos,0-15 años,Extranjeros,Ambos sexos,2020,4.728,09
1640,Burgos,0-15 años,Extranjeros,Ambos sexos,2019,4.375,09
1641,Burgos,0-15 años,Extranjeros,Hombres,2021,2.379,09
1642,Burgos,0-15 años,Extranjeros,Hombres,2020,2.408,09
1643,Burgos,0-15 años,Extranjeros,Hombres,2019,2.206,09
1644,Burgos,0-15 años,Extranjeros,Mujeres,2021,2.321,09
1645,Burgos,0-15 años,Extranjeros,Mujeres,2020,2.320,09
1646,Burgos,0-15 años,Extranjeros,Mujeres,2019,2.169,09
1647,Burgos,0-15 años,Extranjeros,Ambos sexos,2021,"9,78",09
1648,Burgos,0-15 años,Extranjeros,Ambos sexos,2020,"9,65",09
1649,Burgos,0-15 años,Extranjeros,Ambos sexos,2019,"8,92",09
1650,Burgos,0-15 años,Extranjeros,Hombres,2021,"9,63",09
1651,Burgos,0-15 años,Extranjeros,Hombres,2020,"9,57",09
1652,Burgos,0-15 años,Extranjeros,Hombres,2019,"8,77",09
1653,Burgos,0-15 años,Extranjeros,Mujeres,2021,"9,95",09
1654,Burgos,0-15 años,Extranjeros,Mujeres,2020,"9,74",09
1655,Burgos,0-15 años,Extranjeros,Mujeres,2019,"9,08",09
1656,Burgos,16-64 años,TOTAL,Ambos sexos,2021,221.946,09
1657,Burgos,16-64 años,TOTAL,Ambos sexos,2020,222.888,09
1658,Burgos,16-64 años,TOTAL,Ambos sexos,2019,223.202,09
1659,Burgos,16-64 años,TOTAL,Hombres,2021,114.112,09
1660,Burgos,16-64 años,TOTAL,Hombres,2020,114.491,09
1661,Burgos,16-64 años,TOTAL,Hombres,2019,114.775,09
1662,Burgos,16-64 años,TOTAL,Mujeres,2021,107.834,09
1663,Burgos,16-64 años,TOTAL,Mujeres,2020,108.397,09
1664,Burgos,16-64 años,TOTAL,Mujeres,2019,108.427,09
1665,Burgos,16-64 años,Españoles,Ambos sexos,2021,198.752,09
1666,Burgos,16-64 años,Españoles,Ambos sexos,2020,199.900,09
1667,Burgos,16-64 años,Españoles,Ambos sexos,2019,201.878,09
1668,Burgos,16-64 años,Españoles,Hombres,2021,102.439,09
1669,Burgos,16-64 años,Españoles,Hombres,2020,103.064,09
1670,Burgos,16-64 años,Españoles,Hombres,2019,104.176,09
1671,Burgos,16-64 años,Españoles,Mujeres,2021,96.313,09
1672,Burgos,16-64 años,Españoles,Mujeres,2020,96.836,09
1673,Burgos,16-64 años,Españoles,Mujeres,2019,97.702,09
1674,Burgos,16-64 años,Extranjeros,Ambos sexos,2021,23.194,09
1675,Burgos,16-64 años,Extranjeros,Ambos sexos,2020,22.988,09
1676,Burgos,16-64 años,Extranjeros,Ambos sexos,2019,21.324,09
1677,Burgos,16-64 años,Extranjeros,Hombres,2021,11.673,09
1678,Burgos,16-64 años,Extranjeros,Hombres,2020,11.427,09
1679,Burgos,16-64 años,Extranjeros,Hombres,2019,10.599,09
1680,Burgos,16-64 años,Extranjeros,Mujeres,2021,11.521,09
1681,Burgos,16-64 años,Extranjeros,Mujeres,2020,11.561,09
1682,Burgos,16-64 años,Extranjeros,Mujeres,2019,10.725,09
1683,Burgos,16-64 años,Extranjeros,Ambos sexos,2021,"10,45",09
1684,Burgos,16-64 años,Extranjeros,Ambos sexos,2020,"10,31",09
1685,Burgos,16-64 años,Extranjeros,Ambos sexos,2019,"9,55",09
1686,Burgos,16-64 años,Extranjeros,Hombres,2021,"10,23",09
1687,Burgos,16-64 años,Extranjeros,Hombres,2020,"9,98",09
1688,Burgos,16-64 años,Extranjeros,Hombres,2019,"9,23",09
1689,Burgos,16-64 años,Extranjeros,Mujeres,2021,"10,68",09
1690,Burgos,16-64 años,Extranjeros,Mujeres,2020,"10,67",09
1691,Burgos,16-64 años,Extranjeros,Mujeres,2019,"9,89",09
1692,Burgos,65 y más,TOTAL,Ambos sexos,2021,86.063,09
1693,Burgos,65 y más,TOTAL,Ambos sexos,2020,85.789,09
1694,Burgos,65 y más,TOTAL,Ambos sexos,2019,84.712,09
1695,Burgos,65 y más,TOTAL,Hombres,2021,39.099,09
1696,Burgos,65 y más,TOTAL,Hombres,2020,38.924,09
1697,Burgos,65 y más,TOTAL,Hombres,2019,38.293,09
1698,Burgos,65 y más,TOTAL,Mujeres,2021,46.964,09
1699,Burgos,65 y más,TOTAL,Mujeres,2020,46.865,09
1700,Burgos,65 y más,TOTAL,Mujeres,2019,46.419,09
1701,Burgos,65 y más,Españoles,Ambos sexos,2021,85.079,09
1702,Burgos,65 y más,Españoles,Ambos sexos,2020,84.879,09
1703,Burgos,65 y más,Españoles,Ambos sexos,2019,83.941,09
1704,Burgos,65 y más,Españoles,Hombres,2021,38.651,09
1705,Burgos,65 y más,Españoles,Hombres,2020,38.514,09
1706,Burgos,65 y más,Españoles,Hombres,2019,37.935,09
1707,Burgos,65 y más,Españoles,Mujeres,2021,46.428,09
1708,Burgos,65 y más,Españoles,Mujeres,2020,46.365,09
1709,Burgos,65 y más,Españoles,Mujeres,2019,46.006,09
1710,Burgos,65 y más,Extranjeros,Ambos sexos,2021,984,09
1711,Burgos,65 y más,Extranjeros,Ambos sexos,2020,910,09
1712,Burgos,65 y más,Extranjeros,Ambos sexos,2019,771,09
1713,Burgos,65 y más,Extranjeros,Hombres,2021,448,09
1714,Burgos,65 y más,Extranjeros,Hombres,2020,410,09
1715,Burgos,65 y más,Extranjeros,Hombres,2019,358,09
1716,Burgos,65 y más,Extranjeros,Mujeres,2021,536,09
1717,Burgos,65 y más,Extranjeros,Mujeres,2020,500,09
1718,Burgos,65 y más,Extranjeros,Mujeres,2019,413,09
1719,Burgos,65 y más,Extranjeros,Ambos sexos,2021,"1,14",09
1720,Burgos,65 y más,Extranjeros,Ambos sexos,2020,"1,06",09
1721,Burgos,65 y más,Extranjeros,Ambos sexos,2019,"0,91",09
1722,Burgos,65 y más,Extranjeros,Hombres,2021,"1,15",09
1723,Burgos,65 y más,Extranjeros,Hombres,2020,"1,05",09
1724,Burgos,65 y más,Extranjeros,Hombres,2019,"0,93",09
1725,Burgos,65 y más,Extranjeros,Mujeres,2021,"1,14",09
1726,Burgos,65 y más,Extranjeros,Mujeres,2020,"1,07",09
1727,Burgos,65 y más,Extranjeros,Mujeres,2019,"0,89",09
1764,Cáceres,0-15 años,TOTAL,Ambos sexos,2021,50.032,10
1765,Cáceres,0-15 años,TOTAL,Ambos sexos,2020,51.005,10
1766,Cáceres,0-15 años,TOTAL,Ambos sexos,2019,51.928,10
1767,Cáceres,0-15 años,TOTAL,Hombres,2021,25.676,10
1768,Cáceres,0-15 años,TOTAL,Hombres,2020,26.147,10
1769,Cáceres,0-15 años,TOTAL,Hombres,2019,26.635,10
1770,Cáceres,0-15 años,TOTAL,Mujeres,2021,24.356,10
1771,Cáceres,0-15 años,TOTAL,Mujeres,2020,24.858,10
1772,Cáceres,0-15 años,TOTAL,Mujeres,2019,25.293,10
1773,Cáceres,0-15 años,Españoles,Ambos sexos,2021,47.897,10
1774,Cáceres,0-15 años,Españoles,Ambos sexos,2020,48.859,10
1775,Cáceres,0-15 años,Españoles,Ambos sexos,2019,49.831,10
1776,Cáceres,0-15 años,Españoles,Hombres,2021,24.590,10
1777,Cáceres,0-15 años,Españoles,Hombres,2020,25.044,10
1778,Cáceres,0-15 años,Españoles,Hombres,2019,25.562,10
1779,Cáceres,0-15 años,Españoles,Mujeres,2021,23.307,10
1780,Cáceres,0-15 años,Españoles,Mujeres,2020,23.815,10
1781,Cáceres,0-15 años,Españoles,Mujeres,2019,24.269,10
1782,Cáceres,0-15 años,Extranjeros,Ambos sexos,2021,2.135,10
1783,Cáceres,0-15 años,Extranjeros,Ambos sexos,2020,2.146,10
1784,Cáceres,0-15 años,Extranjeros,Ambos sexos,2019,2.097,10
1785,Cáceres,0-15 años,Extranjeros,Hombres,2021,1.086,10
1786,Cáceres,0-15 años,Extranjeros,Hombres,2020,1.103,10
1787,Cáceres,0-15 años,Extranjeros,Hombres,2019,1.073,10
1788,Cáceres,0-15 años,Extranjeros,Mujeres,2021,1.049,10
1789,Cáceres,0-15 años,Extranjeros,Mujeres,2020,1.043,10
1790,Cáceres,0-15 años,Extranjeros,Mujeres,2019,1.024,10
1791,Cáceres,0-15 años,Extranjeros,Ambos sexos,2021,"4,27",10
1792,Cáceres,0-15 años,Extranjeros,Ambos sexos,2020,"4,21",10
1793,Cáceres,0-15 años,Extranjeros,Ambos sexos,2019,"4,04",10
1794,Cáceres,0-15 años,Extranjeros,Hombres,2021,"4,23",10
1795,Cáceres,0-15 años,Extranjeros,Hombres,2020,"4,22",10
1796,Cáceres,0-15 años,Extranjeros,Hombres,2019,"4,03",10
1797,Cáceres,0-15 años,Extranjeros,Mujeres,2021,"4,31",10
1798,Cáceres,0-15 años,Extranjeros,Mujeres,2020,"4,20",10
1799,Cáceres,0-15 años,Extranjeros,Mujeres,2019,"4,05",10
1800,Cáceres,16-64 años,TOTAL,Ambos sexos,2021,248.162,10
1801,Cáceres,16-64 años,TOTAL,Ambos sexos,2020,249.591,10
1802,Cáceres,16-64 años,TOTAL,Ambos sexos,2019,251.771,10
1803,Cáceres,16-64 años,TOTAL,Hombres,2021,126.803,10
1804,Cáceres,16-64 años,TOTAL,Hombres,2020,127.687,10
1805,Cáceres,16-64 años,TOTAL,Hombres,2019,129.047,10
1806,Cáceres,16-64 años,TOTAL,Mujeres,2021,121.359,10
1807,Cáceres,16-64 años,TOTAL,Mujeres,2020,121.904,10
1808,Cáceres,16-64 años,TOTAL,Mujeres,2019,122.724,10
1809,Cáceres,16-64 años,Españoles,Ambos sexos,2021,237.617,10
1810,Cáceres,16-64 años,Españoles,Ambos sexos,2020,238.970,10
1811,Cáceres,16-64 años,Españoles,Ambos sexos,2019,241.485,10
1812,Cáceres,16-64 años,Españoles,Hombres,2021,121.601,10
1813,Cáceres,16-64 años,Españoles,Hombres,2020,122.407,10
1814,Cáceres,16-64 años,Españoles,Hombres,2019,123.865,10
1815,Cáceres,16-64 años,Españoles,Mujeres,2021,116.016,10
1816,Cáceres,16-64 años,Españoles,Mujeres,2020,116.563,10
1817,Cáceres,16-64 años,Españoles,Mujeres,2019,117.620,10
1818,Cáceres,16-64 años,Extranjeros,Ambos sexos,2021,10.545,10
1819,Cáceres,16-64 años,Extranjeros,Ambos sexos,2020,10.621,10
1820,Cáceres,16-64 años,Extranjeros,Ambos sexos,2019,10.286,10
1821,Cáceres,16-64 años,Extranjeros,Hombres,2021,5.202,10
1822,Cáceres,16-64 años,Extranjeros,Hombres,2020,5.280,10
1823,Cáceres,16-64 años,Extranjeros,Hombres,2019,5.182,10
1824,Cáceres,16-64 años,Extranjeros,Mujeres,2021,5.343,10
1825,Cáceres,16-64 años,Extranjeros,Mujeres,2020,5.341,10
1826,Cáceres,16-64 años,Extranjeros,Mujeres,2019,5.104,10
1827,Cáceres,16-64 años,Extranjeros,Ambos sexos,2021,"4,25",10
1828,Cáceres,16-64 años,Extranjeros,Ambos sexos,2020,"4,26",10
1829,Cáceres,16-64 años,Extranjeros,Ambos sexos,2019,"4,09",10
1830,Cáceres,16-64 años,Extranjeros,Hombres,2021,"4,10",10
1831,Cáceres,16-64 años,Extranjeros,Hombres,2020,"4,14",10
1832,Cáceres,16-64 años,Extranjeros,Hombres,2019,"4,02",10
1833,Cáceres,16-64 años,Extranjeros,Mujeres,2021,"4,40",10
1834,Cáceres,16-64 años,Extranjeros,Mujeres,2020,"4,38",10
1835,Cáceres,16-64 años,Extranjeros,Mujeres,2019,"4,16",10
1836,Cáceres,65 y más,TOTAL,Ambos sexos,2021,91.364,10
1837,Cáceres,65 y más,TOTAL,Ambos sexos,2020,91.254,10
1838,Cáceres,65 y más,TOTAL,Ambos sexos,2019,90.452,10
1839,Cáceres,65 y más,TOTAL,Hombres,2021,40.472,10
1840,Cáceres,65 y más,TOTAL,Hombres,2020,40.250,10
1841,Cáceres,65 y más,TOTAL,Hombres,2019,39.706,10
1842,Cáceres,65 y más,TOTAL,Mujeres,2021,50.892,10
1843,Cáceres,65 y más,TOTAL,Mujeres,2020,51.004,10
1844,Cáceres,65 y más,TOTAL,Mujeres,2019,50.746,10
1845,Cáceres,65 y más,Españoles,Ambos sexos,2021,90.441,10
1846,Cáceres,65 y más,Españoles,Ambos sexos,2020,90.384,10
1847,Cáceres,65 y más,Españoles,Ambos sexos,2019,89.671,10
1848,Cáceres,65 y más,Españoles,Hombres,2021,39.996,10
1849,Cáceres,65 y más,Españoles,Hombres,2020,39.810,10
1850,Cáceres,65 y más,Españoles,Hombres,2019,39.306,10
1851,Cáceres,65 y más,Españoles,Mujeres,2021,50.445,10
1852,Cáceres,65 y más,Españoles,Mujeres,2020,50.574,10
1853,Cáceres,65 y más,Españoles,Mujeres,2019,50.365,10
1854,Cáceres,65 y más,Extranjeros,Ambos sexos,2021,923,10
1855,Cáceres,65 y más,Extranjeros,Ambos sexos,2020,870,10
1856,Cáceres,65 y más,Extranjeros,Ambos sexos,2019,781,10
1857,Cáceres,65 y más,Extranjeros,Hombres,2021,476,10
1858,Cáceres,65 y más,Extranjeros,Hombres,2020,440,10
1859,Cáceres,65 y más,Extranjeros,Hombres,2019,400,10
1860,Cáceres,65 y más,Extranjeros,Mujeres,2021,447,10
1861,Cáceres,65 y más,Extranjeros,Mujeres,2020,430,10
1862,Cáceres,65 y más,Extranjeros,Mujeres,2019,381,10
1863,Cáceres,65 y más,Extranjeros,Ambos sexos,2021,"1,01",10
1864,Cáceres,65 y más,Extranjeros,Ambos sexos,2020,"0,95",10
1865,Cáceres,65 y más,Extranjeros,Ambos sexos,2019,"0,86",10
1866,Cáceres,65 y más,Extranjeros,Hombres,2021,"1,18",10
1867,Cáceres,65 y más,Extranjeros,Hombres,2020,"1,09",10
1868,Cáceres,65 y más,Extranjeros,Hombres,2019,"1,01",10
1869,Cáceres,65 y más,Extranjeros,Mujeres,2021,"0,88",10
1870,Cáceres,65 y más,Extranjeros,Mujeres,2020,"0,84",10
1871,Cáceres,65 y más,Extranjeros,Mujeres,2019,"0,75",10
1908,Cádiz,0-15 años,TOTAL,Ambos sexos,2021,203.629,11
1909,Cádiz,0-15 años,TOTAL,Ambos sexos,2020,208.727,11
1910,Cádiz,0-15 años,TOTAL,Ambos sexos,2019,212.051,11
1911,Cádiz,0-15 años,TOTAL,Hombres,2021,104.623,11
1912,Cádiz,0-15 años,TOTAL,Hombres,2020,107.465,11
1913,Cádiz,0-15 años,TOTAL,Hombres,2019,109.164,11
1914,Cádiz,0-15 años,TOTAL,Mujeres,2021,99.006,11
1915,Cádiz,0-15 años,TOTAL,Mujeres,2020,101.262,11
1916,Cádiz,0-15 años,TOTAL,Mujeres,2019,102.887,11
1917,Cádiz,0-15 años,Españoles,Ambos sexos,2021,196.595,11
1918,Cádiz,0-15 años,Españoles,Ambos sexos,2020,201.511,11
1919,Cádiz,0-15 años,Españoles,Ambos sexos,2019,205.369,11
1920,Cádiz,0-15 años,Españoles,Hombres,2021,101.111,11
1921,Cádiz,0-15 años,Españoles,Hombres,2020,103.829,11
1922,Cádiz,0-15 años,Españoles,Hombres,2019,105.764,11
1923,Cádiz,0-15 años,Españoles,Mujeres,2021,95.484,11
1924,Cádiz,0-15 años,Españoles,Mujeres,2020,97.682,11
1925,Cádiz,0-15 años,Españoles,Mujeres,2019,99.605,11
1926,Cádiz,0-15 años,Extranjeros,Ambos sexos,2021,7.034,11
1927,Cádiz,0-15 años,Extranjeros,Ambos sexos,2020,7.216,11
1928,Cádiz,0-15 años,Extranjeros,Ambos sexos,2019,6.682,11
1929,Cádiz,0-15 años,Extranjeros,Hombres,2021,3.512,11
1930,Cádiz,0-15 años,Extranjeros,Hombres,2020,3.636,11
1931,Cádiz,0-15 años,Extranjeros,Hombres,2019,3.400,11
1932,Cádiz,0-15 años,Extranjeros,Mujeres,2021,3.522,11
1933,Cádiz,0-15 años,Extranjeros,Mujeres,2020,3.580,11
1934,Cádiz,0-15 años,Extranjeros,Mujeres,2019,3.282,11
1935,Cádiz,0-15 años,Extranjeros,Ambos sexos,2021,"3,45",11
1936,Cádiz,0-15 años,Extranjeros,Ambos sexos,2020,"3,46",11
1937,Cádiz,0-15 años,Extranjeros,Ambos sexos,2019,"3,15",11
1938,Cádiz,0-15 años,Extranjeros,Hombres,2021,"3,36",11
1939,Cádiz,0-15 años,Extranjeros,Hombres,2020,"3,38",11
1940,Cádiz,0-15 años,Extranjeros,Hombres,2019,"3,11",11
1941,Cádiz,0-15 años,Extranjeros,Mujeres,2021,"3,56",11
1942,Cádiz,0-15 años,Extranjeros,Mujeres,2020,"3,54",11
1943,Cádiz,0-15 años,Extranjeros,Mujeres,2019,"3,19",11
1944,Cádiz,16-64 años,TOTAL,Ambos sexos,2021,827.841,11
1945,Cádiz,16-64 años,TOTAL,Ambos sexos,2020,825.930,11
1946,Cádiz,16-64 años,TOTAL,Ambos sexos,2019,823.807,11
1947,Cádiz,16-64 años,TOTAL,Hombres,2021,414.950,11
1948,Cádiz,16-64 años,TOTAL,Hombres,2020,414.004,11
1949,Cádiz,16-64 años,TOTAL,Hombres,2019,412.934,11
1950,Cádiz,16-64 años,TOTAL,Mujeres,2021,412.891,11
1951,Cádiz,16-64 años,TOTAL,Mujeres,2020,411.926,11
1952,Cádiz,16-64 años,TOTAL,Mujeres,2019,410.873,11
1953,Cádiz,16-64 años,Españoles,Ambos sexos,2021,788.739,11
1954,Cádiz,16-64 años,Españoles,Ambos sexos,2020,787.870,11
1955,Cádiz,16-64 años,Españoles,Ambos sexos,2019,788.994,11
1956,Cádiz,16-64 años,Españoles,Hombres,2021,395.620,11
1957,Cádiz,16-64 años,Españoles,Hombres,2020,395.194,11
1958,Cádiz,16-64 años,Españoles,Hombres,2019,395.813,11
1959,Cádiz,16-64 años,Españoles,Mujeres,2021,393.119,11
1960,Cádiz,16-64 años,Españoles,Mujeres,2020,392.676,11
1961,Cádiz,16-64 años,Españoles,Mujeres,2019,393.181,11
1962,Cádiz,16-64 años,Extranjeros,Ambos sexos,2021,39.102,11
1963,Cádiz,16-64 años,Extranjeros,Ambos sexos,2020,38.060,11
1964,Cádiz,16-64 años,Extranjeros,Ambos sexos,2019,34.813,11
1965,Cádiz,16-64 años,Extranjeros,Hombres,2021,19.330,11
1966,Cádiz,16-64 años,Extranjeros,Hombres,2020,18.810,11
1967,Cádiz,16-64 años,Extranjeros,Hombres,2019,17.121,11
1968,Cádiz,16-64 años,Extranjeros,Mujeres,2021,19.772,11
1969,Cádiz,16-64 años,Extranjeros,Mujeres,2020,19.250,11
1970,Cádiz,16-64 años,Extranjeros,Mujeres,2019,17.692,11
1971,Cádiz,16-64 años,Extranjeros,Ambos sexos,2021,"4,72",11
1972,Cádiz,16-64 años,Extranjeros,Ambos sexos,2020,"4,61",11
1973,Cádiz,16-64 años,Extranjeros,Ambos sexos,2019,"4,23",11
1974,Cádiz,16-64 años,Extranjeros,Hombres,2021,"4,66",11
1975,Cádiz,16-64 años,Extranjeros,Hombres,2020,"4,54",11
1976,Cádiz,16-64 años,Extranjeros,Hombres,2019,"4,15",11
1977,Cádiz,16-64 años,Extranjeros,Mujeres,2021,"4,79",11
1978,Cádiz,16-64 años,Extranjeros,Mujeres,2020,"4,67",11
1979,Cádiz,16-64 años,Extranjeros,Mujeres,2019,"4,31",11
1980,Cádiz,65 y más,TOTAL,Ambos sexos,2021,214.490,11
1981,Cádiz,65 y más,TOTAL,Ambos sexos,2020,209.392,11
1982,Cádiz,65 y más,TOTAL,Ambos sexos,2019,204.297,11
1983,Cádiz,65 y más,TOTAL,Hombres,2021,94.511,11
1984,Cádiz,65 y más,TOTAL,Hombres,2020,92.092,11
1985,Cádiz,65 y más,TOTAL,Hombres,2019,89.693,11
1986,Cádiz,65 y más,TOTAL,Mujeres,2021,119.979,11
1987,Cádiz,65 y más,TOTAL,Mujeres,2020,117.300,11
1988,Cádiz,65 y más,TOTAL,Mujeres,2019,114.604,11
1989,Cádiz,65 y más,Españoles,Ambos sexos,2021,210.017,11
1990,Cádiz,65 y más,Españoles,Ambos sexos,2020,205.198,11
1991,Cádiz,65 y más,Españoles,Ambos sexos,2019,200.467,11
1992,Cádiz,65 y más,Españoles,Hombres,2021,92.185,11
1993,Cádiz,65 y más,Españoles,Hombres,2020,89.931,11
1994,Cádiz,65 y más,Españoles,Hombres,2019,87.717,11
1995,Cádiz,65 y más,Españoles,Mujeres,2021,117.832,11
1996,Cádiz,65 y más,Españoles,Mujeres,2020,115.267,11
1997,Cádiz,65 y más,Españoles,Mujeres,2019,112.750,11
1998,Cádiz,65 y más,Extranjeros,Ambos sexos,2021,4.473,11
1999,Cádiz,65 y más,Extranjeros,Ambos sexos,2020,4.194,11
2000,Cádiz,65 y más,Extranjeros,Ambos sexos,2019,3.830,11
2001,Cádiz,65 y más,Extranjeros,Hombres,2021,2.326,11
2002,Cádiz,65 y más,Extranjeros,Hombres,2020,2.161,11
2003,Cádiz,65 y más,Extranjeros,Hombres,2019,1.976,11
2004,Cádiz,65 y más,Extranjeros,Mujeres,2021,2.147,11
2005,Cádiz,65 y más,Extranjeros,Mujeres,2020,2.033,11
2006,Cádiz,65 y más,Extranjeros,Mujeres,2019,1.854,11
2007,Cádiz,65 y más,Extranjeros,Ambos sexos,2021,"2,09",11
2008,Cádiz,65 y más,Extranjeros,Ambos sexos,2020,"2,00",11
2009,Cádiz,65 y más,Extranjeros,Ambos sexos,2019,"1,87",11
2010,Cádiz,65 y más,Extranjeros,Hombres,2021,"2,46",11
2011,Cádiz,65 y más,Extranjeros,Hombres,2020,"2,35",11
2012,Cádiz,65 y más,Extranjeros,Hombres,2019,"2,20",11
2013,Cádiz,65 y más,Extranjeros,Mujeres,2021,"1,79",11
