,Provincias,Edad (3 grupos de edad),Españoles/Extranjeros,Sexo,Año,Total,id
180,Albacete,0-15 años,TOTAL,Ambos sexos,2021,57.551,02
181,Albacete,0-15 años,TOTAL,Ambos sexos,2020,58.568,02
182,Albacete,0-15 años,TOTAL,Ambos sexos,2019,59.463,02
183,Albacete,0-15 años,TOTAL,Hombres,2021,29.756,02
184,Albacete,0-15 años,TOTAL,Hombres,2020,30.424,02
185,Albacete,0-15 años,TOTAL,Hombres,2019,30.791,02
186,Albacete,0-15 años,TOTAL,Mujeres,2021,27.795,02
187,Albacete,0-15 años,TOTAL,Mujeres,2020,28.144,02
188,Albacete,0-15 años,TOTAL,Mujeres,2019,28.672,02
189,Albacete,0-15 años,Españoles,Ambos sexos,2021,52.851,02
190,Albacete,0-15 años,Españoles,Ambos sexos,2020,53.932,02
191,Albacete,0-15 años,Españoles,Ambos sexos,2019,55.028,02
192,Albacete,0-15 años,Españoles,Hombres,2021,27.304,02
193,Albacete,0-15 años,Españoles,Hombres,2020,27.979,02
194,Albacete,0-15 años,Españoles,Hombres,2019,28.513,02
195,Albacete,0-15 años,Españoles,Mujeres,2021,25.547,02
196,Albacete,0-15 años,Españoles,Mujeres,2020,25.953,02
197,Albacete,0-15 años,Españoles,Mujeres,2019,26.515,02
198,Albacete,0-15 años,Extranjeros,Ambos sexos,2021,4.700,02
199,Albacete,0-15 años,Extranjeros,Ambos sexos,2020,4.636,02
200,Albacete,0-15 años,Extranjeros,Ambos sexos,2019,4.435,02
201,Albacete,0-15 años,Extranjeros,Hombres,2021,2.452,02
202,Albacete,0-15 años,Extranjeros,Hombres,2020,2.445,02
203,Albacete,0-15 años,Extranjeros,Hombres,2019,2.278,02
204,Albacete,0-15 años,Extranjeros,Mujeres,2021,2.248,02
205,Albacete,0-15 años,Extranjeros,Mujeres,2020,2.191,02
206,Albacete,0-15 años,Extranjeros,Mujeres,2019,2.157,02
207,Albacete,0-15 años,Extranjeros,Ambos sexos,2021,"8,17",02
208,Albacete,0-15 años,Extranjeros,Ambos sexos,2020,"7,92",02
209,Albacete,0-15 años,Extranjeros,Ambos sexos,2019,"7,46",02
210,Albacete,0-15 años,Extranjeros,Hombres,2021,"8,24",02
211,Albacete,0-15 años,Extranjeros,Hombres,2020,"8,04",02
212,Albacete,0-15 años,Extranjeros,Hombres,2019,"7,40",02
213,Albacete,0-15 años,Extranjeros,Mujeres,2021,"8,09",02
214,Albacete,0-15 años,Extranjeros,Mujeres,2020,"7,78",02
215,Albacete,0-15 años,Extranjeros,Mujeres,2019,"7,52",02
216,Albacete,16-64 años,TOTAL,Ambos sexos,2021,253.794,02
217,Albacete,16-64 años,TOTAL,Ambos sexos,2020,254.323,02
218,Albacete,16-64 años,TOTAL,Ambos sexos,2019,253.910,02
219,Albacete,16-64 años,TOTAL,Hombres,2021,129.994,02
220,Albacete,16-64 años,TOTAL,Hombres,2020,130.094,02
221,Albacete,16-64 años,TOTAL,Hombres,2019,129.859,02
222,Albacete,16-64 años,TOTAL,Mujeres,2021,123.800,02
223,Albacete,16-64 años,TOTAL,Mujeres,2020,124.229,02
224,Albacete,16-64 años,TOTAL,Mujeres,2019,124.051,02
225,Albacete,16-64 años,Españoles,Ambos sexos,2021,232.502,02
226,Albacete,16-64 años,Españoles,Ambos sexos,2020,233.399,02
227,Albacete,16-64 años,Españoles,Ambos sexos,2019,234.434,02
228,Albacete,16-64 años,Españoles,Hombres,2021,118.339,02
229,Albacete,16-64 años,Españoles,Hombres,2020,118.606,02
230,Albacete,16-64 años,Españoles,Hombres,2019,119.164,02
231,Albacete,16-64 años,Españoles,Mujeres,2021,114.163,02
232,Albacete,16-64 años,Españoles,Mujeres,2020,114.793,02
233,Albacete,16-64 años,Españoles,Mujeres,2019,115.270,02
234,Albacete,16-64 años,Extranjeros,Ambos sexos,2021,21.292,02
235,Albacete,16-64 años,Extranjeros,Ambos sexos,2020,20.924,02
236,Albacete,16-64 años,Extranjeros,Ambos sexos,2019,19.476,02
237,Albacete,16-64 años,Extranjeros,Hombres,2021,11.655,02
238,Albacete,16-64 años,Extranjeros,Hombres,2020,11.488,02
239,Albacete,16-64 años,Extranjeros,Hombres,2019,10.695,02
240,Albacete,16-64 años,Extranjeros,Mujeres,2021,9.637,02
241,Albacete,16-64 años,Extranjeros,Mujeres,2020,9.436,02
242,Albacete,16-64 años,Extranjeros,Mujeres,2019,8.781,02
243,Albacete,16-64 años,Extranjeros,Ambos sexos,2021,"8,39",02
244,Albacete,16-64 años,Extranjeros,Ambos sexos,2020,"8,23",02
245,Albacete,16-64 años,Extranjeros,Ambos sexos,2019,"7,67",02
246,Albacete,16-64 años,Extranjeros,Hombres,2021,"8,97",02
247,Albacete,16-64 años,Extranjeros,Hombres,2020,"8,83",02
248,Albacete,16-64 años,Extranjeros,Hombres,2019,"8,24",02
249,Albacete,16-64 años,Extranjeros,Mujeres,2021,"7,78",02
250,Albacete,16-64 años,Extranjeros,Mujeres,2020,"7,60",02
251,Albacete,16-64 años,Extranjeros,Mujeres,2019,"7,08",02
252,Albacete,65 y más,TOTAL,Ambos sexos,2021,75.119,02
253,Albacete,65 y más,TOTAL,Ambos sexos,2020,75.379,02
254,Albacete,65 y más,TOTAL,Ambos sexos,2019,74.794,02
255,Albacete,65 y más,TOTAL,Hombres,2021,33.455,02
256,Albacete,65 y más,TOTAL,Hombres,2020,33.563,02
257,Albacete,65 y más,TOTAL,Hombres,2019,33.261,02
258,Albacete,65 y más,TOTAL,Mujeres,2021,41.664,02
259,Albacete,65 y más,TOTAL,Mujeres,2020,41.816,02
260,Albacete,65 y más,TOTAL,Mujeres,2019,41.533,02
261,Albacete,65 y más,Españoles,Ambos sexos,2021,74.312,02
262,Albacete,65 y más,Españoles,Ambos sexos,2020,74.615,02
263,Albacete,65 y más,Españoles,Ambos sexos,2019,74.119,02
264,Albacete,65 y más,Españoles,Hombres,2021,33.108,02
265,Albacete,65 y más,Españoles,Hombres,2020,33.242,02
266,Albacete,65 y más,Españoles,Hombres,2019,32.971,02
267,Albacete,65 y más,Españoles,Mujeres,2021,41.204,02
268,Albacete,65 y más,Españoles,Mujeres,2020,41.373,02
269,Albacete,65 y más,Españoles,Mujeres,2019,41.148,02
270,Albacete,65 y más,Extranjeros,Ambos sexos,2021,807,02
271,Albacete,65 y más,Extranjeros,Ambos sexos,2020,764,02
272,Albacete,65 y más,Extranjeros,Ambos sexos,2019,675,02
273,Albacete,65 y más,Extranjeros,Hombres,2021,347,02
274,Albacete,65 y más,Extranjeros,Hombres,2020,321,02
275,Albacete,65 y más,Extranjeros,Hombres,2019,290,02
276,Albacete,65 y más,Extranjeros,Mujeres,2021,460,02
277,Albacete,65 y más,Extranjeros,Mujeres,2020,443,02
278,Albacete,65 y más,Extranjeros,Mujeres,2019,385,02
279,Albacete,65 y más,Extranjeros,Ambos sexos,2021,"1,07",02
280,Albacete,65 y más,Extranjeros,Ambos sexos,2020,"1,01",02
281,Albacete,65 y más,Extranjeros,Ambos sexos,2019,"0,90",02
282,Albacete,65 y más,Extranjeros,Hombres,2021,"1,04",02
283,Albacete,65 y más,Extranjeros,Hombres,2020,"0,96",02
284,Albacete,65 y más,Extranjeros,Hombres,2019,"0,87",02
285,Albacete,65 y más,Extranjeros,Mujeres,2021,"1,10",02
286,Albacete,65 y más,Extranjeros,Mujeres,2020,"1,06",02
287,Albacete,65 y más,Extranjeros,Mujeres,2019,"0,93",02
324,Alicante/Alacant,0-15 años,TOTAL,Ambos sexos,2021,285.935,03
325,Alicante/Alacant,0-15 años,TOTAL,Ambos sexos,2020,291.229,03
326,Alicante/Alacant,0-15 años,TOTAL,Ambos sexos,2019,291.695,03
327,Alicante/Alacant,0-15 años,TOTAL,Hombres,2021,147.269,03
328,Alicante/Alacant,0-15 años,TOTAL,Hombres,2020,150.046,03
329,Alicante/Alacant,0-15 años,TOTAL,Hombres,2019,150.233,03
330,Alicante/Alacant,0-15 años,TOTAL,Mujeres,2021,138.666,03
331,Alicante/Alacant,0-15 años,TOTAL,Mujeres,2020,141.183,03
332,Alicante/Alacant,0-15 años,TOTAL,Mujeres,2019,141.462,03
333,Alicante/Alacant,0-15 años,Españoles,Ambos sexos,2021,235.777,03
334,Alicante/Alacant,0-15 años,Españoles,Ambos sexos,2020,240.109,03
335,Alicante/Alacant,0-15 años,Españoles,Ambos sexos,2019,243.925,03
336,Alicante/Alacant,0-15 años,Españoles,Hombres,2021,121.579,03
337,Alicante/Alacant,0-15 años,Españoles,Hombres,2020,123.879,03
338,Alicante/Alacant,0-15 años,Españoles,Hombres,2019,125.807,03
339,Alicante/Alacant,0-15 años,Españoles,Mujeres,2021,114.198,03
340,Alicante/Alacant,0-15 años,Españoles,Mujeres,2020,116.230,03
341,Alicante/Alacant,0-15 años,Españoles,Mujeres,2019,118.118,03
342,Alicante/Alacant,0-15 años,Extranjeros,Ambos sexos,2021,50.158,03
343,Alicante/Alacant,0-15 años,Extranjeros,Ambos sexos,2020,51.120,03
344,Alicante/Alacant,0-15 años,Extranjeros,Ambos sexos,2019,47.770,03
345,Alicante/Alacant,0-15 años,Extranjeros,Hombres,2021,25.690,03
346,Alicante/Alacant,0-15 años,Extranjeros,Hombres,2020,26.167,03
347,Alicante/Alacant,0-15 años,Extranjeros,Hombres,2019,24.426,03
348,Alicante/Alacant,0-15 años,Extranjeros,Mujeres,2021,24.468,03
349,Alicante/Alacant,0-15 años,Extranjeros,Mujeres,2020,24.953,03
350,Alicante/Alacant,0-15 años,Extranjeros,Mujeres,2019,23.344,03
351,Alicante/Alacant,0-15 años,Extranjeros,Ambos sexos,2021,"17,54",03
352,Alicante/Alacant,0-15 años,Extranjeros,Ambos sexos,2020,"17,55",03
353,Alicante/Alacant,0-15 años,Extranjeros,Ambos sexos,2019,"16,38",03
354,Alicante/Alacant,0-15 años,Extranjeros,Hombres,2021,"17,44",03
355,Alicante/Alacant,0-15 años,Extranjeros,Hombres,2020,"17,44",03
356,Alicante/Alacant,0-15 años,Extranjeros,Hombres,2019,"16,26",03
357,Alicante/Alacant,0-15 años,Extranjeros,Mujeres,2021,"17,65",03
358,Alicante/Alacant,0-15 años,Extranjeros,Mujeres,2020,"17,67",03
359,Alicante/Alacant,0-15 años,Extranjeros,Mujeres,2019,"16,50",03
360,Alicante/Alacant,16-64 años,TOTAL,Ambos sexos,2021,1.217.270,03
361,Alicante/Alacant,16-64 años,TOTAL,Ambos sexos,2020,1.215.657,03
362,Alicante/Alacant,16-64 años,TOTAL,Ambos sexos,2019,1.200.436,03
363,Alicante/Alacant,16-64 años,TOTAL,Hombres,2021,614.019,03
364,Alicante/Alacant,16-64 años,TOTAL,Hombres,2020,613.646,03
365,Alicante/Alacant,16-64 años,TOTAL,Hombres,2019,605.441,03
366,Alicante/Alacant,16-64 años,TOTAL,Mujeres,2021,603.251,03
367,Alicante/Alacant,16-64 años,TOTAL,Mujeres,2020,602.011,03
368,Alicante/Alacant,16-64 años,TOTAL,Mujeres,2019,594.995,03
369,Alicante/Alacant,16-64 años,Españoles,Ambos sexos,2021,970.925,03
370,Alicante/Alacant,16-64 años,Españoles,Ambos sexos,2020,968.893,03
371,Alicante/Alacant,16-64 años,Españoles,Ambos sexos,2019,968.545,03
372,Alicante/Alacant,16-64 años,Españoles,Hombres,2021,490.091,03
373,Alicante/Alacant,16-64 años,Españoles,Hombres,2020,488.873,03
374,Alicante/Alacant,16-64 años,Españoles,Hombres,2019,488.464,03
375,Alicante/Alacant,16-64 años,Españoles,Mujeres,2021,480.834,03
376,Alicante/Alacant,16-64 años,Españoles,Mujeres,2020,480.020,03
377,Alicante/Alacant,16-64 años,Españoles,Mujeres,2019,480.081,03
378,Alicante/Alacant,16-64 años,Extranjeros,Ambos sexos,2021,246.345,03
379,Alicante/Alacant,16-64 años,Extranjeros,Ambos sexos,2020,246.764,03
380,Alicante/Alacant,16-64 años,Extranjeros,Ambos sexos,2019,231.891,03
381,Alicante/Alacant,16-64 años,Extranjeros,Hombres,2021,123.928,03
382,Alicante/Alacant,16-64 años,Extranjeros,Hombres,2020,124.773,03
383,Alicante/Alacant,16-64 años,Extranjeros,Hombres,2019,116.977,03
384,Alicante/Alacant,16-64 años,Extranjeros,Mujeres,2021,122.417,03
385,Alicante/Alacant,16-64 años,Extranjeros,Mujeres,2020,121.991,03
386,Alicante/Alacant,16-64 años,Extranjeros,Mujeres,2019,114.914,03
387,Alicante/Alacant,16-64 años,Extranjeros,Ambos sexos,2021,"20,24",03
388,Alicante/Alacant,16-64 años,Extranjeros,Ambos sexos,2020,"20,30",03
389,Alicante/Alacant,16-64 años,Extranjeros,Ambos sexos,2019,"19,32",03
390,Alicante/Alacant,16-64 años,Extranjeros,Hombres,2021,"20,18",03
391,Alicante/Alacant,16-64 años,Extranjeros,Hombres,2020,"20,33",03
392,Alicante/Alacant,16-64 años,Extranjeros,Hombres,2019,"19,32",03
393,Alicante/Alacant,16-64 años,Extranjeros,Mujeres,2021,"20,29",03
394,Alicante/Alacant,16-64 años,Extranjeros,Mujeres,2020,"20,26",03
395,Alicante/Alacant,16-64 años,Extranjeros,Mujeres,2019,"19,31",03
396,Alicante/Alacant,65 y más,TOTAL,Ambos sexos,2021,378.557,03
397,Alicante/Alacant,65 y más,TOTAL,Ambos sexos,2020,373.002,03
398,Alicante/Alacant,65 y más,TOTAL,Ambos sexos,2019,366.552,03
399,Alicante/Alacant,65 y más,TOTAL,Hombres,2021,170.730,03
400,Alicante/Alacant,65 y más,TOTAL,Hombres,2020,168.164,03
401,Alicante/Alacant,65 y más,TOTAL,Hombres,2019,165.241,03
402,Alicante/Alacant,65 y más,TOTAL,Mujeres,2021,207.827,03
403,Alicante/Alacant,65 y más,TOTAL,Mujeres,2020,204.838,03
404,Alicante/Alacant,65 y más,TOTAL,Mujeres,2019,201.311,03
405,Alicante/Alacant,65 y más,Españoles,Ambos sexos,2021,301.637,03
406,Alicante/Alacant,65 y más,Españoles,Ambos sexos,2020,296.268,03
407,Alicante/Alacant,65 y más,Españoles,Ambos sexos,2019,290.759,03
408,Alicante/Alacant,65 y más,Españoles,Hombres,2021,132.094,03
409,Alicante/Alacant,65 y más,Españoles,Hombres,2020,129.671,03
410,Alicante/Alacant,65 y más,Españoles,Hombres,2019,127.087,03
411,Alicante/Alacant,65 y más,Españoles,Mujeres,2021,169.543,03
412,Alicante/Alacant,65 y más,Españoles,Mujeres,2020,166.597,03
413,Alicante/Alacant,65 y más,Españoles,Mujeres,2019,163.672,03
414,Alicante/Alacant,65 y más,Extranjeros,Ambos sexos,2021,76.920,03
415,Alicante/Alacant,65 y más,Extranjeros,Ambos sexos,2020,76.734,03
416,Alicante/Alacant,65 y más,Extranjeros,Ambos sexos,2019,75.793,03
417,Alicante/Alacant,65 y más,Extranjeros,Hombres,2021,38.636,03
418,Alicante/Alacant,65 y más,Extranjeros,Hombres,2020,38.493,03
419,Alicante/Alacant,65 y más,Extranjeros,Hombres,2019,38.154,03
420,Alicante/Alacant,65 y más,Extranjeros,Mujeres,2021,38.284,03
421,Alicante/Alacant,65 y más,Extranjeros,Mujeres,2020,38.241,03
422,Alicante/Alacant,65 y más,Extranjeros,Mujeres,2019,37.639,03
423,Alicante/Alacant,65 y más,Extranjeros,Ambos sexos,2021,"20,32",03
424,Alicante/Alacant,65 y más,Extranjeros,Ambos sexos,2020,"20,57",03
425,Alicante/Alacant,65 y más,Extranjeros,Ambos sexos,2019,"20,68",03
426,Alicante/Alacant,65 y más,Extranjeros,Hombres,2021,"22,63",03
427,Alicante/Alacant,65 y más,Extranjeros,Hombres,2020,"22,89",03
428,Alicante/Alacant,65 y más,Extranjeros,Hombres,2019,"23,09",03
429,Alicante/Alacant,65 y más,Extranjeros,Mujeres,2021,"18,42",03
430,Alicante/Alacant,65 y más,Extranjeros,Mujeres,2020,"18,67",03
431,Alicante/Alacant,65 y más,Extranjeros,Mujeres,2019,"18,70",03
468,Almería,0-15 años,TOTAL,Ambos sexos,2021,129.574,04
469,Almería,0-15 años,TOTAL,Ambos sexos,2020,130.483,04
470,Almería,0-15 años,TOTAL,Ambos sexos,2019,129.371,04
471,Almería,0-15 años,TOTAL,Hombres,2021,66.549,04
472,Almería,0-15 años,TOTAL,Hombres,2020,66.929,04
473,Almería,0-15 años,TOTAL,Hombres,2019,66.367,04
474,Almería,0-15 años,TOTAL,Mujeres,2021,63.025,04
475,Almería,0-15 años,TOTAL,Mujeres,2020,63.554,04
476,Almería,0-15 años,TOTAL,Mujeres,2019,63.004,04
477,Almería,0-15 años,Españoles,Ambos sexos,2021,101.793,04
478,Almería,0-15 años,Españoles,Ambos sexos,2020,102.999,04
479,Almería,0-15 años,Españoles,Ambos sexos,2019,103.489,04
480,Almería,0-15 años,Españoles,Hombres,2021,52.239,04
481,Almería,0-15 años,Españoles,Hombres,2020,52.824,04
482,Almería,0-15 años,Españoles,Hombres,2019,53.087,04
483,Almería,0-15 años,Españoles,Mujeres,2021,49.554,04
484,Almería,0-15 años,Españoles,Mujeres,2020,50.175,04
485,Almería,0-15 años,Españoles,Mujeres,2019,50.402,04
486,Almería,0-15 años,Extranjeros,Ambos sexos,2021,27.781,04
487,Almería,0-15 años,Extranjeros,Ambos sexos,2020,27.484,04
488,Almería,0-15 años,Extranjeros,Ambos sexos,2019,25.882,04
489,Almería,0-15 años,Extranjeros,Hombres,2021,14.310,04
490,Almería,0-15 años,Extranjeros,Hombres,2020,14.105,04
491,Almería,0-15 años,Extranjeros,Hombres,2019,13.280,04
492,Almería,0-15 años,Extranjeros,Mujeres,2021,13.471,04
493,Almería,0-15 años,Extranjeros,Mujeres,2020,13.379,04
494,Almería,0-15 años,Extranjeros,Mujeres,2019,12.602,04
495,Almería,0-15 años,Extranjeros,Ambos sexos,2021,"21,44",04
496,Almería,0-15 años,Extranjeros,Ambos sexos,2020,"21,06",04
497,Almería,0-15 años,Extranjeros,Ambos sexos,2019,"20,01",04
498,Almería,0-15 años,Extranjeros,Hombres,2021,"21,50",04
499,Almería,0-15 años,Extranjeros,Hombres,2020,"21,07",04
500,Almería,0-15 años,Extranjeros,Hombres,2019,"20,01",04
501,Almería,0-15 años,Extranjeros,Mujeres,2021,"21,37",04
502,Almería,0-15 años,Extranjeros,Mujeres,2020,"21,05",04
503,Almería,0-15 años,Extranjeros,Mujeres,2019,"20,00",04
504,Almería,16-64 años,TOTAL,Ambos sexos,2021,490.905,04
505,Almería,16-64 años,TOTAL,Ambos sexos,2020,488.781,04
506,Almería,16-64 años,TOTAL,Ambos sexos,2019,481.884,04
507,Almería,16-64 años,TOTAL,Hombres,2021,256.170,04
508,Almería,16-64 años,TOTAL,Hombres,2020,255.525,04
509,Almería,16-64 años,TOTAL,Hombres,2019,251.801,04
510,Almería,16-64 años,TOTAL,Mujeres,2021,234.735,04
511,Almería,16-64 años,TOTAL,Mujeres,2020,233.256,04
512,Almería,16-64 años,TOTAL,Mujeres,2019,230.083,04
513,Almería,16-64 años,Españoles,Ambos sexos,2021,376.183,04
514,Almería,16-64 años,Españoles,Ambos sexos,2020,374.892,04
515,Almería,16-64 años,Españoles,Ambos sexos,2019,374.113,04
516,Almería,16-64 años,Españoles,Hombres,2021,190.108,04
517,Almería,16-64 años,Españoles,Hombres,2020,189.607,04
518,Almería,16-64 años,Españoles,Hombres,2019,189.308,04
519,Almería,16-64 años,Españoles,Mujeres,2021,186.075,04
520,Almería,16-64 años,Españoles,Mujeres,2020,185.285,04
521,Almería,16-64 años,Españoles,Mujeres,2019,184.805,04
522,Almería,16-64 años,Extranjeros,Ambos sexos,2021,114.722,04
523,Almería,16-64 años,Extranjeros,Ambos sexos,2020,113.889,04
524,Almería,16-64 años,Extranjeros,Ambos sexos,2019,107.771,04
525,Almería,16-64 años,Extranjeros,Hombres,2021,66.062,04
526,Almería,16-64 años,Extranjeros,Hombres,2020,65.918,04
527,Almería,16-64 años,Extranjeros,Hombres,2019,62.493,04
528,Almería,16-64 años,Extranjeros,Mujeres,2021,48.660,04
529,Almería,16-64 años,Extranjeros,Mujeres,2020,47.971,04
530,Almería,16-64 años,Extranjeros,Mujeres,2019,45.278,04
531,Almería,16-64 años,Extranjeros,Ambos sexos,2021,"23,37",04
532,Almería,16-64 años,Extranjeros,Ambos sexos,2020,"23,30",04
533,Almería,16-64 años,Extranjeros,Ambos sexos,2019,"22,36",04
534,Almería,16-64 años,Extranjeros,Hombres,2021,"25,79",04
535,Almería,16-64 años,Extranjeros,Hombres,2020,"25,80",04
536,Almería,16-64 años,Extranjeros,Hombres,2019,"24,82",04
537,Almería,16-64 años,Extranjeros,Mujeres,2021,"20,73",04
538,Almería,16-64 años,Extranjeros,Mujeres,2020,"20,57",04
539,Almería,16-64 años,Extranjeros,Mujeres,2019,"19,68",04
540,Almería,65 y más,TOTAL,Ambos sexos,2021,111.313,04
541,Almería,65 y más,TOTAL,Ambos sexos,2020,108.681,04
542,Almería,65 y más,TOTAL,Ambos sexos,2019,105.565,04
543,Almería,65 y más,TOTAL,Hombres,2021,50.417,04
544,Almería,65 y más,TOTAL,Hombres,2020,49.104,04
545,Almería,65 y más,TOTAL,Hombres,2019,47.533,04
546,Almería,65 y más,TOTAL,Mujeres,2021,60.896,04
547,Almería,65 y más,TOTAL,Mujeres,2020,59.577,04
548,Almería,65 y más,TOTAL,Mujeres,2019,58.032,04
549,Almería,65 y más,Españoles,Ambos sexos,2021,97.459,04
550,Almería,65 y más,Españoles,Ambos sexos,2020,95.459,04
551,Almería,65 y más,Españoles,Ambos sexos,2019,93.310,04
552,Almería,65 y más,Españoles,Hombres,2021,43.214,04
553,Almería,65 y más,Españoles,Hombres,2020,42.233,04
554,Almería,65 y más,Españoles,Hombres,2019,41.168,04
555,Almería,65 y más,Españoles,Mujeres,2021,54.245,04
556,Almería,65 y más,Españoles,Mujeres,2020,53.226,04
557,Almería,65 y más,Españoles,Mujeres,2019,52.142,04
558,Almería,65 y más,Extranjeros,Ambos sexos,2021,13.854,04
559,Almería,65 y más,Extranjeros,Ambos sexos,2020,13.222,04
560,Almería,65 y más,Extranjeros,Ambos sexos,2019,12.255,04
561,Almería,65 y más,Extranjeros,Hombres,2021,7.203,04
562,Almería,65 y más,Extranjeros,Hombres,2020,6.871,04
563,Almería,65 y más,Extranjeros,Hombres,2019,6.365,04
564,Almería,65 y más,Extranjeros,Mujeres,2021,6.651,04
565,Almería,65 y más,Extranjeros,Mujeres,2020,6.351,04
566,Almería,65 y más,Extranjeros,Mujeres,2019,5.890,04
567,Almería,65 y más,Extranjeros,Ambos sexos,2021,"12,45",04
568,Almería,65 y más,Extranjeros,Ambos sexos,2020,"12,17",04
569,Almería,65 y más,Extranjeros,Ambos sexos,2019,"11,61",04
570,Almería,65 y más,Extranjeros,Hombres,2021,"14,29",04
571,Almería,65 y más,Extranjeros,Hombres,2020,"13,99",04
572,Almería,65 y más,Extranjeros,Hombres,2019,"13,39",04
573,Almería,65 y más,Extranjeros,Mujeres,2021,"10,92",04
574,Almería,65 y más,Extranjeros,Mujeres,2020,"10,66",04
575,Almería,65 y más,Extranjeros,Mujeres,2019,"10,15",04
612,Araba/Álava,0-15 años,TOTAL,Ambos sexos,2021,51.400,01
613,Araba/Álava,0-15 años,TOTAL,Ambos sexos,2020,52.226,01
614,Araba/Álava,0-15 años,TOTAL,Ambos sexos,2019,52.398,01
615,Araba/Álava,0-15 años,TOTAL,Hombres,2021,26.477,01
616,Araba/Álava,0-15 años,TOTAL,Hombres,2020,26.947,01
617,Araba/Álava,0-15 años,TOTAL,Hombres,2019,27.063,01
618,Araba/Álava,0-15 años,TOTAL,Mujeres,2021,24.923,01
619,Araba/Álava,0-15 años,TOTAL,Mujeres,2020,25.279,01
620,Araba/Álava,0-15 años,TOTAL,Mujeres,2019,25.335,01
621,Araba/Álava,0-15 años,Españoles,Ambos sexos,2021,45.355,01
622,Araba/Álava,0-15 años,Españoles,Ambos sexos,2020,45.877,01
623,Araba/Álava,0-15 años,Españoles,Ambos sexos,2019,46.343,01
624,Araba/Álava,0-15 años,Españoles,Hombres,2021,23.408,01
625,Araba/Álava,0-15 años,Españoles,Hombres,2020,23.695,01
626,Araba/Álava,0-15 años,Españoles,Hombres,2019,23.942,01
627,Araba/Álava,0-15 años,Españoles,Mujeres,2021,21.947,01
628,Araba/Álava,0-15 años,Españoles,Mujeres,2020,22.182,01
629,Araba/Álava,0-15 años,Españoles,Mujeres,2019,22.401,01
630,Araba/Álava,0-15 años,Extranjeros,Ambos sexos,2021,6.045,01
631,Araba/Álava,0-15 años,Extranjeros,Ambos sexos,2020,6.349,01
632,Araba/Álava,0-15 años,Extranjeros,Ambos sexos,2019,6.055,01
633,Araba/Álava,0-15 años,Extranjeros,Hombres,2021,3.069,01
634,Araba/Álava,0-15 años,Extranjeros,Hombres,2020,3.252,01
635,Araba/Álava,0-15 años,Extranjeros,Hombres,2019,3.121,01
636,Araba/Álava,0-15 años,Extranjeros,Mujeres,2021,2.976,01
637,Araba/Álava,0-15 años,Extranjeros,Mujeres,2020,3.097,01
638,Araba/Álava,0-15 años,Extranjeros,Mujeres,2019,2.934,01
639,Araba/Álava,0-15 años,Extranjeros,Ambos sexos,2021,"11,76",01
640,Araba/Álava,0-15 años,Extranjeros,Ambos sexos,2020,"12,16",01
641,Araba/Álava,0-15 años,Extranjeros,Ambos sexos,2019,"11,56",01
642,Araba/Álava,0-15 años,Extranjeros,Hombres,2021,"11,59",01
643,Araba/Álava,0-15 años,Extranjeros,Hombres,2020,"12,07",01
644,Araba/Álava,0-15 años,Extranjeros,Hombres,2019,"11,53",01
645,Araba/Álava,0-15 años,Extranjeros,Mujeres,2021,"11,94",01
646,Araba/Álava,0-15 años,Extranjeros,Mujeres,2020,"12,25",01
647,Araba/Álava,0-15 años,Extranjeros,Mujeres,2019,"11,58",01
648,Araba/Álava,16-64 años,TOTAL,Ambos sexos,2021,210.692,01
649,Araba/Álava,16-64 años,TOTAL,Ambos sexos,2020,211.238,01
650,Araba/Álava,16-64 años,TOTAL,Ambos sexos,2019,210.250,01
651,Araba/Álava,16-64 años,TOTAL,Hombres,2021,106.026,01
652,Araba/Álava,16-64 años,TOTAL,Hombres,2020,106.208,01
653,Araba/Álava,16-64 años,TOTAL,Hombres,2019,105.739,01
654,Araba/Álava,16-64 años,TOTAL,Mujeres,2021,104.666,01
655,Araba/Álava,16-64 años,TOTAL,Mujeres,2020,105.030,01
656,Araba/Álava,16-64 años,TOTAL,Mujeres,2019,104.511,01
657,Araba/Álava,16-64 años,Españoles,Ambos sexos,2021,185.262,01
658,Araba/Álava,16-64 años,Españoles,Ambos sexos,2020,186.085,01
659,Araba/Álava,16-64 años,Españoles,Ambos sexos,2019,186.718,01
660,Araba/Álava,16-64 años,Españoles,Hombres,2021,93.014,01
661,Araba/Álava,16-64 años,Españoles,Hombres,2020,93.338,01
662,Araba/Álava,16-64 años,Españoles,Hombres,2019,93.644,01
663,Araba/Álava,16-64 años,Españoles,Mujeres,2021,92.248,01
664,Araba/Álava,16-64 años,Españoles,Mujeres,2020,92.747,01
665,Araba/Álava,16-64 años,Españoles,Mujeres,2019,93.074,01
666,Araba/Álava,16-64 años,Extranjeros,Ambos sexos,2021,25.430,01
667,Araba/Álava,16-64 años,Extranjeros,Ambos sexos,2020,25.153,01
668,Araba/Álava,16-64 años,Extranjeros,Ambos sexos,2019,23.532,01
669,Araba/Álava,16-64 años,Extranjeros,Hombres,2021,13.012,01
670,Araba/Álava,16-64 años,Extranjeros,Hombres,2020,12.870,01
671,Araba/Álava,16-64 años,Extranjeros,Hombres,2019,12.095,01
672,Araba/Álava,16-64 años,Extranjeros,Mujeres,2021,12.418,01
673,Araba/Álava,16-64 años,Extranjeros,Mujeres,2020,12.283,01
