,Provincias,Ramas de actividad,periodo,Total,id
647,Gipuzkoa,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,4.677.171,20
648,Gipuzkoa,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,4.661.181,20
649,Gipuzkoa,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,4.626.774,20
650,Gipuzkoa,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,4.959.233,20
651,Gipuzkoa,Valor añadido bruto total,2021,21.568.065,20
652,Gipuzkoa,Valor añadido bruto total,2020,19.924.378,20
653,Gipuzkoa,Valor añadido bruto total,2019,22.214.647,20
654,Gipuzkoa,Impuestos netos sobre los productos,2021,2.270.935,20
655,Gipuzkoa,Impuestos netos sobre los productos,2020,1.910.784,20
656,Gipuzkoa,Impuestos netos sobre los productos,2019,2.279.126,20
657,Gipuzkoa,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,23.839.000,20
658,Gipuzkoa,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,21.835.162,20
659,Gipuzkoa,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,24.493.773,20
660,Girona,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,21.355.174,17
661,Girona,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,19.520.752,17
662,Girona,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,21.828.320,17
663,Girona,"A. Agricultura, ganadería, silvicultura y pesca",2021,504.047,17
664,Girona,"A. Agricultura, ganadería, silvicultura y pesca",2020,587.367,17
665,Girona,"A. Agricultura, ganadería, silvicultura y pesca",2019,631.719,17
666,Girona,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,2.877.101,17
667,Girona,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,2.471.563,17
668,Girona,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,2.455.373,17
669,Girona,C. - De las cuales: Industria manufacturera,2021,2.443.136,17
670,Girona,C. - De las cuales: Industria manufacturera,2020,2.089.661,17
671,Girona,C. - De las cuales: Industria manufacturera,2019,2.079.978,17
672,Girona,F. Construcción,2021,1.382.527,17
673,Girona,F. Construcción,2020,1.333.140,17
674,Girona,F. Construcción,2019,1.477.548,17
675,Girona,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,5.538.267,17
676,Girona,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,4.718.878,17
677,Girona,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,6.238.839,17
678,Girona,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,5.196.307,17
679,Girona,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,4.943.076,17
680,Girona,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,5.049.800,17
681,Girona,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,3.822.602,17
682,Girona,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,3.758.477,17
683,Girona,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,3.943.933,17
684,Girona,Valor añadido bruto total,2021,19.320.851,17
685,Girona,Valor añadido bruto total,2020,17.812.501,17
686,Girona,Valor añadido bruto total,2019,19.797.212,17
687,Girona,Impuestos netos sobre los productos,2021,2.034.323,17
688,Girona,Impuestos netos sobre los productos,2020,1.708.251,17
689,Girona,Impuestos netos sobre los productos,2019,2.031.108,17
690,Girona,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,21.355.174,17
691,Girona,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,19.520.752,17
692,Girona,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,21.828.320,17
693,Granada,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,17.140.505,18
694,Granada,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,15.802.260,18
695,Granada,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,17.383.998,18
696,Granada,"A. Agricultura, ganadería, silvicultura y pesca",2021,1.088.230,18
697,Granada,"A. Agricultura, ganadería, silvicultura y pesca",2020,1.058.030,18
698,Granada,"A. Agricultura, ganadería, silvicultura y pesca",2019,1.075.910,18
699,Granada,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,1.549.956,18
700,Granada,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,1.399.420,18
701,Granada,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,1.291.695,18
702,Granada,C. - De las cuales: Industria manufacturera,2021,713.568,18
703,Granada,C. - De las cuales: Industria manufacturera,2020,612.214,18
704,Granada,C. - De las cuales: Industria manufacturera,2019,631.141,18
705,Granada,F. Construcción,2021,900.062,18
706,Granada,F. Construcción,2020,947.043,18
707,Granada,F. Construcción,2019,1.179.578,18
708,Granada,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,3.580.557,18
709,Granada,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,2.979.032,18
710,Granada,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,3.897.511,18
711,Granada,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,3.743.645,18
712,Granada,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,3.565.696,18
713,Granada,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,3.690.752,18
714,Granada,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,4.645.227,18
715,Granada,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,4.470.191,18
716,Granada,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,4.630.985,18
717,Granada,Valor añadido bruto total,2021,15.507.677,18
718,Granada,Valor añadido bruto total,2020,14.419.412,18
719,Granada,Valor añadido bruto total,2019,15.766.431,18
720,Granada,Impuestos netos sobre los productos,2021,1.632.828,18
721,Granada,Impuestos netos sobre los productos,2020,1.382.848,18
722,Granada,Impuestos netos sobre los productos,2019,1.617.567,18
723,Granada,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,17.140.505,18
724,Granada,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,15.802.260,18
725,Granada,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,17.383.998,18
726,Guadalajara,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,5.502.747,19
727,Guadalajara,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,5.047.876,19
728,Guadalajara,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,5.465.337,19
729,Guadalajara,"A. Agricultura, ganadería, silvicultura y pesca",2021,219.859,19
730,Guadalajara,"A. Agricultura, ganadería, silvicultura y pesca",2020,208.007,19
731,Guadalajara,"A. Agricultura, ganadería, silvicultura y pesca",2019,184.310,19
732,Guadalajara,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,1.389.705,19
733,Guadalajara,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,1.219.830,19
734,Guadalajara,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,1.357.634,19
735,Guadalajara,C. - De las cuales: Industria manufacturera,2021,826.448,19
736,Guadalajara,C. - De las cuales: Industria manufacturera,2020,771.768,19
737,Guadalajara,C. - De las cuales: Industria manufacturera,2019,859.030,19
738,Guadalajara,F. Construcción,2021,256.396,19
739,Guadalajara,F. Construcción,2020,267.054,19
740,Guadalajara,F. Construcción,2019,336.046,19
741,Guadalajara,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,870.770,19
742,Guadalajara,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,747.142,19
743,Guadalajara,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,857.710,19
744,Guadalajara,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,1.101.430,19
745,Guadalajara,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,1.044.130,19
746,Guadalajara,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,1.074.778,19
747,Guadalajara,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,1.140.388,19
748,Guadalajara,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,1.119.976,19
749,Guadalajara,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,1.146.314,19
750,Guadalajara,Valor añadido bruto total,2021,4.978.548,19
751,Guadalajara,Valor añadido bruto total,2020,4.606.139,19
752,Guadalajara,Valor añadido bruto total,2019,4.956.792,19
753,Guadalajara,Impuestos netos sobre los productos,2021,524.199,19
754,Guadalajara,Impuestos netos sobre los productos,2020,441.737,19
755,Guadalajara,Impuestos netos sobre los productos,2019,508.545,19
